date,tvl_usd,protocol,category,slug
2023-06-14 00:00:00,13300350,EigenLayer,restaking,eigencloud
2023-06-15 00:00:00,16484319,EigenLayer,restaking,eigencloud
2023-06-16 00:00:00,16557169,EigenLayer,restaking,eigencloud
2023-06-17 00:00:00,17099837,EigenLayer,restaking,eigencloud
2023-06-18 00:00:00,17177115,EigenLayer,restaking,eigencloud
2023-06-19 00:00:00,17161176,EigenLayer,restaking,eigencloud
2023-06-20 00:00:00,17335749,EigenLayer,restaking,eigencloud
2023-06-21 00:00:00,17929755,EigenLayer,restaking,eigencloud
2023-06-22 00:00:00,19083949,EigenLayer,restaking,eigencloud
2023-06-23 00:00:00,18695588,EigenLayer,restaking,eigencloud
2023-06-24 00:00:00,18769390,EigenLayer,restaking,eigencloud
2023-06-25 00:00:00,18682076,EigenLayer,restaking,eigencloud
2023-06-26 00:00:00,18888744,EigenLayer,restaking,eigencloud
2023-06-27 00:00:00,18566137,EigenLayer,restaking,eigencloud
2023-06-28 00:00:00,18657881,EigenLayer,restaking,eigencloud
2023-06-29 00:00:00,18257499,EigenLayer,restaking,eigencloud
2023-06-30 00:00:00,18453136,EigenLayer,restaking,eigencloud
2023-07-01 00:00:00,19332958,EigenLayer,restaking,eigencloud
2023-07-02 00:00:00,19164797,EigenLayer,restaking,eigencloud
2023-07-03 00:00:00,19321233,EigenLayer,restaking,eigencloud
2023-07-04 00:00:00,19504158,EigenLayer,restaking,eigencloud
2023-07-05 00:00:00,19332540,EigenLayer,restaking,eigencloud
2023-07-06 00:00:00,18997957,EigenLayer,restaking,eigencloud
2023-07-07 00:00:00,18380332,EigenLayer,restaking,eigencloud
2023-07-08 00:00:00,18662952,EigenLayer,restaking,eigencloud
2023-07-09 00:00:00,18633873,EigenLayer,restaking,eigencloud
2023-07-10 00:00:00,18574453,EigenLayer,restaking,eigencloud
2023-07-11 00:00:00,18739752,EigenLayer,restaking,eigencloud
2023-07-12 00:00:00,18774366,EigenLayer,restaking,eigencloud
2023-07-13 00:00:00,81727495,EigenLayer,restaking,eigencloud
2023-07-14 00:00:00,94308514,EigenLayer,restaking,eigencloud
2023-07-15 00:00:00,90370779,EigenLayer,restaking,eigencloud
2023-07-16 00:00:00,90505184,EigenLayer,restaking,eigencloud
2023-07-17 00:00:00,89939140,EigenLayer,restaking,eigencloud
2023-07-18 00:00:00,89502627,EigenLayer,restaking,eigencloud
2023-07-19 00:00:00,89328221,EigenLayer,restaking,eigencloud
2023-07-20 00:00:00,88549489,EigenLayer,restaking,eigencloud
2023-07-21 00:00:00,88528355,EigenLayer,restaking,eigencloud
2023-07-22 00:00:00,88761002,EigenLayer,restaking,eigencloud
2023-07-23 00:00:00,87166102,EigenLayer,restaking,eigencloud
2023-07-24 00:00:00,88434755,EigenLayer,restaking,eigencloud
2023-07-25 00:00:00,86653035,EigenLayer,restaking,eigencloud
2023-07-26 00:00:00,86933590,EigenLayer,restaking,eigencloud
2023-07-27 00:00:00,87461968,EigenLayer,restaking,eigencloud
2023-07-28 00:00:00,87186405,EigenLayer,restaking,eigencloud
2023-07-29 00:00:00,87807672,EigenLayer,restaking,eigencloud
2023-07-30 00:00:00,87987818,EigenLayer,restaking,eigencloud
2023-07-31 00:00:00,87662292,EigenLayer,restaking,eigencloud
2023-08-01 00:00:00,87179548,EigenLayer,restaking,eigencloud
2023-08-02 00:00:00,87446438,EigenLayer,restaking,eigencloud
2023-08-03 00:00:00,86202446,EigenLayer,restaking,eigencloud
2023-08-04 00:00:00,86020839,EigenLayer,restaking,eigencloud
2023-08-05 00:00:00,85727394,EigenLayer,restaking,eigencloud
2023-08-06 00:00:00,85967670,EigenLayer,restaking,eigencloud
2023-08-07 00:00:00,85621076,EigenLayer,restaking,eigencloud
2023-08-08 00:00:00,85816651,EigenLayer,restaking,eigencloud
2023-08-09 00:00:00,87144526,EigenLayer,restaking,eigencloud
2023-08-10 00:00:00,87120542,EigenLayer,restaking,eigencloud
2023-08-11 00:00:00,86973088,EigenLayer,restaking,eigencloud
2023-08-12 00:00:00,86985817,EigenLayer,restaking,eigencloud
2023-08-13 00:00:00,86891632,EigenLayer,restaking,eigencloud
2023-08-14 00:00:00,86453507,EigenLayer,restaking,eigencloud
2023-08-15 00:00:00,86685648,EigenLayer,restaking,eigencloud
2023-08-16 00:00:00,85938338,EigenLayer,restaking,eigencloud
2023-08-17 00:00:00,84038826,EigenLayer,restaking,eigencloud
2023-08-18 00:00:00,79363634,EigenLayer,restaking,eigencloud
2023-08-19 00:00:00,78469202,EigenLayer,restaking,eigencloud
2023-08-20 00:00:00,78690842,EigenLayer,restaking,eigencloud
2023-08-21 00:00:00,79120605,EigenLayer,restaking,eigencloud
2023-08-22 00:00:00,78459103,EigenLayer,restaking,eigencloud
2023-08-23 00:00:00,235555035,EigenLayer,restaking,eigencloud
2023-08-24 00:00:00,242266369,EigenLayer,restaking,eigencloud
2023-08-25 00:00:00,238802490,EigenLayer,restaking,eigencloud
2023-08-26 00:00:00,237951703,EigenLayer,restaking,eigencloud
2023-08-27 00:00:00,236901223,EigenLayer,restaking,eigencloud
2023-08-28 00:00:00,238307988,EigenLayer,restaking,eigencloud
2023-08-29 00:00:00,237750733,EigenLayer,restaking,eigencloud
2023-08-30 00:00:00,248630976,EigenLayer,restaking,eigencloud
2023-08-31 00:00:00,245234866,EigenLayer,restaking,eigencloud
2023-09-01 00:00:00,237537578,EigenLayer,restaking,eigencloud
2023-09-02 00:00:00,234422874,EigenLayer,restaking,eigencloud
2023-09-03 00:00:00,234816957,EigenLayer,restaking,eigencloud
2023-09-04 00:00:00,235033031,EigenLayer,restaking,eigencloud
2023-09-05 00:00:00,233659097,EigenLayer,restaking,eigencloud
2023-09-06 00:00:00,234273968,EigenLayer,restaking,eigencloud
2023-09-07 00:00:00,234192436,EigenLayer,restaking,eigencloud
2023-09-08 00:00:00,236463202,EigenLayer,restaking,eigencloud
2023-09-09 00:00:00,234566529,EigenLayer,restaking,eigencloud
2023-09-10 00:00:00,233922810,EigenLayer,restaking,eigencloud
2023-09-11 00:00:00,230731328,EigenLayer,restaking,eigencloud
2023-09-12 00:00:00,220919023,EigenLayer,restaking,eigencloud
2023-09-13 00:00:00,226227088,EigenLayer,restaking,eigencloud
2023-09-14 00:00:00,227389542,EigenLayer,restaking,eigencloud
2023-09-15 00:00:00,230041036,EigenLayer,restaking,eigencloud
2023-09-16 00:00:00,231158676,EigenLayer,restaking,eigencloud
2023-09-17 00:00:00,229124772,EigenLayer,restaking,eigencloud
2023-09-18 00:00:00,226905416,EigenLayer,restaking,eigencloud
2023-09-19 00:00:00,229459917,EigenLayer,restaking,eigencloud
2023-09-20 00:00:00,229008549,EigenLayer,restaking,eigencloud
2023-09-21 00:00:00,226378166,EigenLayer,restaking,eigencloud
2023-09-22 00:00:00,221244832,EigenLayer,restaking,eigencloud
2023-09-23 00:00:00,222845987,EigenLayer,restaking,eigencloud
2023-09-24 00:00:00,222372697,EigenLayer,restaking,eigencloud
2023-09-25 00:00:00,219626267,EigenLayer,restaking,eigencloud
2023-09-26 00:00:00,220809554,EigenLayer,restaking,eigencloud
2023-09-27 00:00:00,221555429,EigenLayer,restaking,eigencloud
2023-09-28 00:00:00,222169058,EigenLayer,restaking,eigencloud
2023-09-29 00:00:00,230025345,EigenLayer,restaking,eigencloud
2023-09-30 00:00:00,231465894,EigenLayer,restaking,eigencloud
2023-10-01 00:00:00,231914580,EigenLayer,restaking,eigencloud
2023-10-02 00:00:00,239647085,EigenLayer,restaking,eigencloud
2023-10-03 00:00:00,230461574,EigenLayer,restaking,eigencloud
2023-10-04 00:00:00,227259709,EigenLayer,restaking,eigencloud
2023-10-05 00:00:00,227075949,EigenLayer,restaking,eigencloud
2023-10-06 00:00:00,222894139,EigenLayer,restaking,eigencloud
2023-10-07 00:00:00,226928374,EigenLayer,restaking,eigencloud
2023-10-08 00:00:00,225343871,EigenLayer,restaking,eigencloud
2023-10-09 00:00:00,224250559,EigenLayer,restaking,eigencloud
2023-10-10 00:00:00,217583469,EigenLayer,restaking,eigencloud
2023-10-11 00:00:00,215831736,EigenLayer,restaking,eigencloud
2023-10-12 00:00:00,215196156,EigenLayer,restaking,eigencloud
2023-10-13 00:00:00,212149745,EigenLayer,restaking,eigencloud
2023-10-14 00:00:00,213130778,EigenLayer,restaking,eigencloud
2023-10-15 00:00:00,213253877,EigenLayer,restaking,eigencloud
2023-10-16 00:00:00,209183984,EigenLayer,restaking,eigencloud
2023-10-17 00:00:00,214641151,EigenLayer,restaking,eigencloud
2023-10-18 00:00:00,209630724,EigenLayer,restaking,eigencloud
2023-10-19 00:00:00,209376615,EigenLayer,restaking,eigencloud
2023-10-20 00:00:00,209976236,EigenLayer,restaking,eigencloud
2023-10-21 00:00:00,215060962,EigenLayer,restaking,eigencloud
2023-10-22 00:00:00,218564741,EigenLayer,restaking,eigencloud
2023-10-23 00:00:00,222596449,EigenLayer,restaking,eigencloud
2023-10-24 00:00:00,238609083,EigenLayer,restaking,eigencloud
2023-10-25 00:00:00,237631309,EigenLayer,restaking,eigencloud
2023-10-26 00:00:00,228031538,EigenLayer,restaking,eigencloud
2023-10-27 00:00:00,228851576,EigenLayer,restaking,eigencloud
2023-10-28 00:00:00,224854540,EigenLayer,restaking,eigencloud
2023-10-29 00:00:00,224003999,EigenLayer,restaking,eigencloud
2023-10-30 00:00:00,226437573,EigenLayer,restaking,eigencloud
2023-10-31 00:00:00,231172058,EigenLayer,restaking,eigencloud
2023-11-01 00:00:00,229087306,EigenLayer,restaking,eigencloud
2023-11-02 00:00:00,232854917,EigenLayer,restaking,eigencloud
2023-11-03 00:00:00,226406105,EigenLayer,restaking,eigencloud
2023-11-04 00:00:00,232634570,EigenLayer,restaking,eigencloud
2023-11-05 00:00:00,238246921,EigenLayer,restaking,eigencloud
2023-11-06 00:00:00,238809515,EigenLayer,restaking,eigencloud
2023-11-07 00:00:00,235942635,EigenLayer,restaking,eigencloud
2023-11-08 00:00:00,237020838,EigenLayer,restaking,eigencloud
2023-11-09 00:00:00,239639096,EigenLayer,restaking,eigencloud
2023-11-10 00:00:00,362392069,EigenLayer,restaking,eigencloud
2023-11-11 00:00:00,354318236,EigenLayer,restaking,eigencloud
2023-11-12 00:00:00,348660102,EigenLayer,restaking,eigencloud
2023-11-13 00:00:00,347065043,EigenLayer,restaking,eigencloud
2023-11-14 00:00:00,349092899,EigenLayer,restaking,eigencloud
2023-11-15 00:00:00,335931959,EigenLayer,restaking,eigencloud
2023-11-16 00:00:00,348877118,EigenLayer,restaking,eigencloud
2023-11-17 00:00:00,332022708,EigenLayer,restaking,eigencloud
2023-11-18 00:00:00,331176917,EigenLayer,restaking,eigencloud
2023-11-19 00:00:00,332354466,EigenLayer,restaking,eigencloud
2023-11-20 00:00:00,340772348,EigenLayer,restaking,eigencloud
2023-11-21 00:00:00,343329060,EigenLayer,restaking,eigencloud
2023-11-22 00:00:00,328544345,EigenLayer,restaking,eigencloud
2023-11-23 00:00:00,349468887,EigenLayer,restaking,eigencloud
2023-11-24 00:00:00,349251924,EigenLayer,restaking,eigencloud
2023-11-25 00:00:00,353068511,EigenLayer,restaking,eigencloud
2023-11-26 00:00:00,359757741,EigenLayer,restaking,eigencloud
2023-11-27 00:00:00,360444008,EigenLayer,restaking,eigencloud
2023-11-28 00:00:00,354908847,EigenLayer,restaking,eigencloud
2023-11-29 00:00:00,358907476,EigenLayer,restaking,eigencloud
2023-11-30 00:00:00,359403374,EigenLayer,restaking,eigencloud
2023-12-01 00:00:00,368679788,EigenLayer,restaking,eigencloud
2023-12-02 00:00:00,383271339,EigenLayer,restaking,eigencloud
2023-12-03 00:00:00,401133548,EigenLayer,restaking,eigencloud
2023-12-04 00:00:00,406570884,EigenLayer,restaking,eigencloud
2023-12-05 00:00:00,416033238,EigenLayer,restaking,eigencloud
2023-12-06 00:00:00,426926300,EigenLayer,restaking,eigencloud
2023-12-07 00:00:00,413418510,EigenLayer,restaking,eigencloud
2023-12-08 00:00:00,441231204,EigenLayer,restaking,eigencloud
2023-12-09 00:00:00,441372116,EigenLayer,restaking,eigencloud
2023-12-10 00:00:00,441106580,EigenLayer,restaking,eigencloud
2023-12-11 00:00:00,445473341,EigenLayer,restaking,eigencloud
2023-12-12 00:00:00,423109989,EigenLayer,restaking,eigencloud
2023-12-13 00:00:00,417019507,EigenLayer,restaking,eigencloud
2023-12-14 00:00:00,427732310,EigenLayer,restaking,eigencloud
2023-12-15 00:00:00,440639596,EigenLayer,restaking,eigencloud
2023-12-16 00:00:00,422960844,EigenLayer,restaking,eigencloud
2023-12-17 00:00:00,423554389,EigenLayer,restaking,eigencloud
2023-12-18 00:00:00,418207228,EigenLayer,restaking,eigencloud
2023-12-19 00:00:00,829372287,EigenLayer,restaking,eigencloud
2023-12-20 00:00:00,950048816,EigenLayer,restaking,eigencloud
2023-12-21 00:00:00,1007779914,EigenLayer,restaking,eigencloud
2023-12-22 00:00:00,1064517545,EigenLayer,restaking,eigencloud
2023-12-23 00:00:00,1151349510,EigenLayer,restaking,eigencloud
2023-12-24 00:00:00,1185163139,EigenLayer,restaking,eigencloud
2023-12-25 00:00:00,1185312096,EigenLayer,restaking,eigencloud
2023-12-26 00:00:00,1202114797,EigenLayer,restaking,eigencloud
2023-12-27 00:00:00,1193370426,EigenLayer,restaking,eigencloud
2023-12-28 00:00:00,1294087547,EigenLayer,restaking,eigencloud
2023-12-29 00:00:00,1294055519,EigenLayer,restaking,eigencloud
2023-12-30 00:00:00,1293333534,EigenLayer,restaking,eigencloud
2023-12-31 00:00:00,1322709263,EigenLayer,restaking,eigencloud
2024-01-01 00:00:00,1342736759,EigenLayer,restaking,eigencloud
2024-01-02 00:00:00,1394679179,EigenLayer,restaking,eigencloud
2024-01-03 00:00:00,1495224064,EigenLayer,restaking,eigencloud
2024-01-04 00:00:00,1416162937,EigenLayer,restaking,eigencloud
2024-01-05 00:00:00,1461138662,EigenLayer,restaking,eigencloud
2024-01-06 00:00:00,1461492440,EigenLayer,restaking,eigencloud
2024-01-07 00:00:00,1453354915,EigenLayer,restaking,eigencloud
2024-01-08 00:00:00,1443330534,EigenLayer,restaking,eigencloud
2024-01-09 00:00:00,1527220794,EigenLayer,restaking,eigencloud
2024-01-10 00:00:00,1536415924,EigenLayer,restaking,eigencloud
2024-01-11 00:00:00,1713871412,EigenLayer,restaking,eigencloud
2024-01-12 00:00:00,1735243507,EigenLayer,restaking,eigencloud
2024-01-13 00:00:00,1675671556,EigenLayer,restaking,eigencloud
2024-01-14 00:00:00,1720734959,EigenLayer,restaking,eigencloud
2024-01-15 00:00:00,1674030888,EigenLayer,restaking,eigencloud
2024-01-16 00:00:00,1715757835,EigenLayer,restaking,eigencloud
2024-01-17 00:00:00,1807916642,EigenLayer,restaking,eigencloud
2024-01-18 00:00:00,1795754488,EigenLayer,restaking,eigencloud
2024-01-19 00:00:00,1794033767,EigenLayer,restaking,eigencloud
2024-01-20 00:00:00,1841255500,EigenLayer,restaking,eigencloud
2024-01-21 00:00:00,1849951370,EigenLayer,restaking,eigencloud
2024-01-22 00:00:00,1892413727,EigenLayer,restaking,eigencloud
2024-01-23 00:00:00,1806157135,EigenLayer,restaking,eigencloud
2024-01-24 00:00:00,1804701726,EigenLayer,restaking,eigencloud
2024-01-25 00:00:00,1834327997,EigenLayer,restaking,eigencloud
2024-01-26 00:00:00,1837219733,EigenLayer,restaking,eigencloud
2024-01-27 00:00:00,1925948619,EigenLayer,restaking,eigencloud
2024-01-28 00:00:00,1963355530,EigenLayer,restaking,eigencloud
2024-01-29 00:00:00,1998992779,EigenLayer,restaking,eigencloud
2024-01-30 00:00:00,2074177593,EigenLayer,restaking,eigencloud
2024-01-31 00:00:00,2123282669,EigenLayer,restaking,eigencloud
2024-02-01 00:00:00,2113582487,EigenLayer,restaking,eigencloud
2024-02-02 00:00:00,2169638393,EigenLayer,restaking,eigencloud
2024-02-03 00:00:00,2236979917,EigenLayer,restaking,eigencloud
2024-02-04 00:00:00,2276593385,EigenLayer,restaking,eigencloud
2024-02-05 00:00:00,2299955808,EigenLayer,restaking,eigencloud
2024-02-06 00:00:00,3490776465,EigenLayer,restaking,eigencloud
2024-02-07 00:00:00,4196693320,EigenLayer,restaking,eigencloud
2024-02-08 00:00:00,4840657401,EigenLayer,restaking,eigencloud
2024-02-09 00:00:00,5694399684,EigenLayer,restaking,eigencloud
2024-02-10 00:00:00,6180935475,EigenLayer,restaking,eigencloud
2024-02-11 00:00:00,6244423772,EigenLayer,restaking,eigencloud
2024-02-12 00:00:00,6289427929,EigenLayer,restaking,eigencloud
2024-02-13 00:00:00,6721464199,EigenLayer,restaking,eigencloud
2024-02-14 00:00:00,6809547621,EigenLayer,restaking,eigencloud
2024-02-15 00:00:00,7244916772,EigenLayer,restaking,eigencloud
2024-02-16 00:00:00,7361707794,EigenLayer,restaking,eigencloud
2024-02-17 00:00:00,7324777308,EigenLayer,restaking,eigencloud
2024-02-18 00:00:00,7295505736,EigenLayer,restaking,eigencloud
2024-02-19 00:00:00,7584888995,EigenLayer,restaking,eigencloud
2024-02-20 00:00:00,7810850736,EigenLayer,restaking,eigencloud
2024-02-21 00:00:00,8027457158,EigenLayer,restaking,eigencloud
2024-02-22 00:00:00,7948437077,EigenLayer,restaking,eigencloud
2024-02-23 00:00:00,8038364945,EigenLayer,restaking,eigencloud
2024-02-24 00:00:00,7907419827,EigenLayer,restaking,eigencloud
2024-02-25 00:00:00,8122702441,EigenLayer,restaking,eigencloud
2024-02-26 00:00:00,8498035525,EigenLayer,restaking,eigencloud
2024-02-27 00:00:00,8827157429,EigenLayer,restaking,eigencloud
2024-02-28 00:00:00,9265745625,EigenLayer,restaking,eigencloud
2024-02-29 00:00:00,9741289639,EigenLayer,restaking,eigencloud
2024-03-01 00:00:00,9761771426,EigenLayer,restaking,eigencloud
2024-03-02 00:00:00,10166532066,EigenLayer,restaking,eigencloud
2024-03-03 00:00:00,10139844906,EigenLayer,restaking,eigencloud
2024-03-04 00:00:00,10399279587,EigenLayer,restaking,eigencloud
2024-03-05 00:00:00,10814998271,EigenLayer,restaking,eigencloud
2024-03-06 00:00:00,10677521422,EigenLayer,restaking,eigencloud
2024-03-07 00:00:00,11547012361,EigenLayer,restaking,eigencloud
2024-03-08 00:00:00,11684855211,EigenLayer,restaking,eigencloud
2024-03-09 00:00:00,11838239441,EigenLayer,restaking,eigencloud
2024-03-10 00:00:00,11997554481,EigenLayer,restaking,eigencloud
2024-03-11 00:00:00,11953281777,EigenLayer,restaking,eigencloud
2024-03-12 00:00:00,12613457124,EigenLayer,restaking,eigencloud
2024-03-13 00:00:00,12307282619,EigenLayer,restaking,eigencloud
2024-03-14 00:00:00,12449982561,EigenLayer,restaking,eigencloud
2024-03-15 00:00:00,12184770504,EigenLayer,restaking,eigencloud
2024-03-16 00:00:00,11852891734,EigenLayer,restaking,eigencloud
2024-03-17 00:00:00,11333767770,EigenLayer,restaking,eigencloud
2024-03-18 00:00:00,11858605289,EigenLayer,restaking,eigencloud
2024-03-19 00:00:00,11618119158,EigenLayer,restaking,eigencloud
2024-03-20 00:00:00,10573813603,EigenLayer,restaking,eigencloud
2024-03-21 00:00:00,12124399682,EigenLayer,restaking,eigencloud
2024-03-22 00:00:00,12203343784,EigenLayer,restaking,eigencloud
2024-03-23 00:00:00,11713541442,EigenLayer,restaking,eigencloud
2024-03-24 00:00:00,11841411479,EigenLayer,restaking,eigencloud
2024-03-25 00:00:00,12229395273,EigenLayer,restaking,eigencloud
2024-03-26 00:00:00,12861722731,EigenLayer,restaking,eigencloud
2024-03-27 00:00:00,13169715542,EigenLayer,restaking,eigencloud
2024-03-28 00:00:00,13170787899,EigenLayer,restaking,eigencloud
2024-03-29 00:00:00,13576626904,EigenLayer,restaking,eigencloud
2024-03-30 00:00:00,13526675294,EigenLayer,restaking,eigencloud
2024-03-31 00:00:00,13694514130,EigenLayer,restaking,eigencloud
2024-04-01 00:00:00,14323789428,EigenLayer,restaking,eigencloud
2024-04-02 00:00:00,13904947520,EigenLayer,restaking,eigencloud
2024-04-03 00:00:00,13150639095,EigenLayer,restaking,eigencloud
2024-04-04 00:00:00,13490696214,EigenLayer,restaking,eigencloud
2024-04-05 00:00:00,13653071231,EigenLayer,restaking,eigencloud
2024-04-06 00:00:00,13694093502,EigenLayer,restaking,eigencloud
2024-04-07 00:00:00,13936973728,EigenLayer,restaking,eigencloud
2024-04-08 00:00:00,14501185639,EigenLayer,restaking,eigencloud
2024-04-09 00:00:00,15664038408,EigenLayer,restaking,eigencloud
2024-04-10 00:00:00,15152355508,EigenLayer,restaking,eigencloud
2024-04-11 00:00:00,15484670067,EigenLayer,restaking,eigencloud
2024-04-12 00:00:00,15768631710,EigenLayer,restaking,eigencloud
2024-04-13 00:00:00,14633638328,EigenLayer,restaking,eigencloud
2024-04-14 00:00:00,13628368811,EigenLayer,restaking,eigencloud
2024-04-15 00:00:00,14424033833,EigenLayer,restaking,eigencloud
2024-04-16 00:00:00,14391148690,EigenLayer,restaking,eigencloud
2024-04-17 00:00:00,14561496029,EigenLayer,restaking,eigencloud
2024-04-18 00:00:00,14154990700,EigenLayer,restaking,eigencloud
2024-04-19 00:00:00,14612572264,EigenLayer,restaking,eigencloud
2024-04-20 00:00:00,14610545781,EigenLayer,restaking,eigencloud
2024-04-21 00:00:00,15163106861,EigenLayer,restaking,eigencloud
2024-04-22 00:00:00,15259064749,EigenLayer,restaking,eigencloud
2024-04-23 00:00:00,15131572034,EigenLayer,restaking,eigencloud
2024-04-24 00:00:00,15634746694,EigenLayer,restaking,eigencloud
2024-04-25 00:00:00,15273059042,EigenLayer,restaking,eigencloud
2024-04-26 00:00:00,15388154399,EigenLayer,restaking,eigencloud
2024-04-27 00:00:00,15335975974,EigenLayer,restaking,eigencloud
2024-04-28 00:00:00,16393713064,EigenLayer,restaking,eigencloud
2024-04-29 00:00:00,15766447526,EigenLayer,restaking,eigencloud
2024-04-30 00:00:00,15645612091,EigenLayer,restaking,eigencloud
2024-05-01 00:00:00,14217482059,EigenLayer,restaking,eigencloud
2024-05-02 00:00:00,14716210420,EigenLayer,restaking,eigencloud
2024-05-03 00:00:00,14857379055,EigenLayer,restaking,eigencloud
2024-05-04 00:00:00,15498797235,EigenLayer,restaking,eigencloud
2024-05-05 00:00:00,15534862407,EigenLayer,restaking,eigencloud
2024-05-06 00:00:00,16036239775,EigenLayer,restaking,eigencloud
2024-05-07 00:00:00,15342753247,EigenLayer,restaking,eigencloud
2024-05-08 00:00:00,14927620696,EigenLayer,restaking,eigencloud
2024-05-09 00:00:00,14808081136,EigenLayer,restaking,eigencloud
2024-05-10 00:00:00,15019477247,EigenLayer,restaking,eigencloud
2024-05-11 00:00:00,14484162946,EigenLayer,restaking,eigencloud
2024-05-12 00:00:00,14472848739,EigenLayer,restaking,eigencloud
2024-05-13 00:00:00,14698099879,EigenLayer,restaking,eigencloud
2024-05-14 00:00:00,14475438027,EigenLayer,restaking,eigencloud
2024-05-15 00:00:00,14441973588,EigenLayer,restaking,eigencloud
2024-05-16 00:00:00,14893511278,EigenLayer,restaking,eigencloud
2024-05-17 00:00:00,14919327026,EigenLayer,restaking,eigencloud
2024-05-18 00:00:00,15351936945,EigenLayer,restaking,eigencloud
2024-05-19 00:00:00,15460554351,EigenLayer,restaking,eigencloud
2024-05-20 00:00:00,15341909995,EigenLayer,restaking,eigencloud
2024-05-21 00:00:00,18150538795,EigenLayer,restaking,eigencloud
2024-05-22 00:00:00,18652771409,EigenLayer,restaking,eigencloud
2024-05-23 00:00:00,18797764265,EigenLayer,restaking,eigencloud
2024-05-24 00:00:00,18189404133,EigenLayer,restaking,eigencloud
2024-05-25 00:00:00,18541677780,EigenLayer,restaking,eigencloud
2024-05-26 00:00:00,18797118457,EigenLayer,restaking,eigencloud
2024-05-27 00:00:00,19504665842,EigenLayer,restaking,eigencloud
2024-05-28 00:00:00,19089831880,EigenLayer,restaking,eigencloud
2024-05-29 00:00:00,18811984190,EigenLayer,restaking,eigencloud
2024-05-30 00:00:00,18398646260,EigenLayer,restaking,eigencloud
2024-05-31 00:00:00,18467386420,EigenLayer,restaking,eigencloud
2024-06-01 00:00:00,19145347593,EigenLayer,restaking,eigencloud
2024-06-02 00:00:00,19483089973,EigenLayer,restaking,eigencloud
2024-06-03 00:00:00,19689611411,EigenLayer,restaking,eigencloud
2024-06-04 00:00:00,19548672757,EigenLayer,restaking,eigencloud
2024-06-05 00:00:00,19807177593,EigenLayer,restaking,eigencloud
2024-06-06 00:00:00,20124660673,EigenLayer,restaking,eigencloud
2024-06-07 00:00:00,19983471719,EigenLayer,restaking,eigencloud
2024-06-08 00:00:00,19473359950,EigenLayer,restaking,eigencloud
2024-06-09 00:00:00,19411519579,EigenLayer,restaking,eigencloud
2024-06-10 00:00:00,19412886144,EigenLayer,restaking,eigencloud
2024-06-11 00:00:00,18711814435,EigenLayer,restaking,eigencloud
2024-06-12 00:00:00,18787686417,EigenLayer,restaking,eigencloud
2024-06-13 00:00:00,18565264981,EigenLayer,restaking,eigencloud
2024-06-14 00:00:00,18666089778,EigenLayer,restaking,eigencloud
2024-06-15 00:00:00,18816568033,EigenLayer,restaking,eigencloud
2024-06-16 00:00:00,19191181901,EigenLayer,restaking,eigencloud
2024-06-17 00:00:00,19146332246,EigenLayer,restaking,eigencloud
2024-06-18 00:00:00,18652959760,EigenLayer,restaking,eigencloud
2024-06-19 00:00:00,18895394265,EigenLayer,restaking,eigencloud
2024-06-20 00:00:00,19022765106,EigenLayer,restaking,eigencloud
2024-06-21 00:00:00,18271672861,EigenLayer,restaking,eigencloud
2024-06-22 00:00:00,18302039274,EigenLayer,restaking,eigencloud
2024-06-23 00:00:00,18471142136,EigenLayer,restaking,eigencloud
2024-06-24 00:00:00,17607246129,EigenLayer,restaking,eigencloud
2024-06-25 00:00:00,17774973149,EigenLayer,restaking,eigencloud
2024-06-26 00:00:00,18050540557,EigenLayer,restaking,eigencloud
2024-06-27 00:00:00,17767678885,EigenLayer,restaking,eigencloud
2024-06-28 00:00:00,17744338484,EigenLayer,restaking,eigencloud
2024-06-29 00:00:00,17277838960,EigenLayer,restaking,eigencloud
2024-06-30 00:00:00,17231594979,EigenLayer,restaking,eigencloud
2024-07-01 00:00:00,17717400792,EigenLayer,restaking,eigencloud
2024-07-02 00:00:00,17474300393,EigenLayer,restaking,eigencloud
2024-07-03 00:00:00,17087620297,EigenLayer,restaking,eigencloud
2024-07-04 00:00:00,16184537927,EigenLayer,restaking,eigencloud
2024-07-05 00:00:00,14505805055,EigenLayer,restaking,eigencloud
2024-07-06 00:00:00,15115379303,EigenLayer,restaking,eigencloud
2024-07-07 00:00:00,14315010024,EigenLayer,restaking,eigencloud
2024-07-08 00:00:00,13980778787,EigenLayer,restaking,eigencloud
2024-07-09 00:00:00,14918910876,EigenLayer,restaking,eigencloud
2024-07-10 00:00:00,14998667530,EigenLayer,restaking,eigencloud
2024-07-11 00:00:00,15170103954,EigenLayer,restaking,eigencloud
2024-07-12 00:00:00,15270068121,EigenLayer,restaking,eigencloud
2024-07-13 00:00:00,15270068121,EigenLayer,restaking,eigencloud
2024-07-14 00:00:00,15460252967,EigenLayer,restaking,eigencloud
2024-07-15 00:00:00,16071161864,EigenLayer,restaking,eigencloud
2024-07-16 00:00:00,15739780337,EigenLayer,restaking,eigencloud
2024-07-17 00:00:00,15835636820,EigenLayer,restaking,eigencloud
2024-07-18 00:00:00,15747466385,EigenLayer,restaking,eigencloud
2024-07-19 00:00:00,15529614241,EigenLayer,restaking,eigencloud
2024-07-20 00:00:00,15940441504,EigenLayer,restaking,eigencloud
2024-07-21 00:00:00,16008288113,EigenLayer,restaking,eigencloud
